Item Name,Unit,Price,Quantity,Amount,Created
Apple Chinese Fuji,kg,275,20,5500,4-10-2023
Zucchini Green,kg,30,5,150,4-10-2023
Ginger,kg,130,10,1300,4-10-2023
Mosambi,kg,53.85,19.5,1050.075,4-10-2023
Apple Red Delicious,kg,194.44,18,3499.92,4-10-2023
Palak,kg,20,5,100,4-10-2023
Orange-Local,kg,104,25,2600,4-10-2023
Bitter Gourd,kg,60,5,300,4-10-2023
Lemon,kg,140,12,1680,4-10-2023
Tendor Coconut,pc,45,80,3600,4-10-2023
Mini Orange,kg,194.44,9,1749.96,4-10-2023
Mango Safeda,kg,106.67,15,1600.05,4-10-2023
Sun Melon,kg,60,10,600,4-10-2023
Imported Babugosha,kg,203.85,13,2650.05,4-10-2023
Watermelon Jannat,kg,30,61,1830,4-10-2023
Apple Washington,kg,325,10,3250,4-10-2023
Round Gourd,kg,30,15,450,4-10-2023
Kachi Haldi,kg,80,3,240,4-10-2023
Kakdi,kg,40,10,400,4-10-2023
Blueberry Jumbo,box,165,12,1980,4-10-2023
Pineapple Rani,pc,88.33,30,2649.9,4-10-2023
White Petha,kg,40,11,440,4-10-2023
Jacks Fruit,kg,50,6.5,325,4-10-2023
Kundru,kg,50,5,250,4-10-2023
Black Grapes,kg,135.29,8.5,1149.965,4-10-2023
Chappan Kaddu,kg,35,15,525,4-10-2023
DRAGON FRUIT PINK,pc,100,20,2000,4-10-2023
KAJRI MELON,kg,36,25,900,4-10-2023
Sapota,kg,55.56,9,500.04,4-10-2023
Carrot,kg,21.5,20,430,4-10-2023
Amla,kg,70,5,350,4-10-2023
Green Peas,kg,90,10,900,4-10-2023
Broccoli,kg,80,10,800,4-10-2023
Avocado,pc,178.3,53,9449.9,4-10-2023
Papaya,kg,40,10,400,4-10-2023
Chilli Green,kg,40,5,200,4-10-2023
Beans French,kg,40,10,400,4-10-2023
Zuchchini Yellow,kg,50,6,300,4-10-2023
Mint,pkt,40,2,80,4-10-2023
Dragon Fruit,pc,82.5,20,1650,4-10-2023
Mushroom,box,28.67,30,860.1,4-10-2023
Thomson Grapes,kg,101.06,9.4,949.964,4-10-2023
Spring Onion,kg,35,2,70,4-10-2023
Capsicum Green,kg,23.85,26,620.1,4-10-2023
Onion,kg,15.24,105,1600.2,4-10-2023
Apple Pink Lady,kg,211.11,18,3799.98,4-10-2023
Radish White,kg,18.13,16,290.08,4-10-2023
Cucumber White,kg,20,25,500,4-10-2023
Beet Root,kg,16,5,80,4-10-2023
Sprouts Greengram,box,16,10,160,4-10-2023
Babycorn,packet,26,5,130,4-10-2023
Water Melon Red,kg,16.06,33,529.98,4-10-2023
Pomegranate,kg,148,12.5,1850,4-10-2023
Kiwi Imported Zespri Green,box,158.33,12,1899.96,4-10-2023
Coriander,kg,16.67,3,50.01,4-10-2023
Carrot Delhi,kg,20,5,100,4-10-2023
Bhindi,kg,120,5,600,4-10-2023
Asparagus,kg,900,1,900,4-10-2023
Tinda,kg,100,10,1000,4-10-2023
Tomato Local,kg,20,25,500,4-10-2023
Pumpkin,kg,12,10,120,4-10-2023
Ginger,kg,120,10,1200,4-10-2023
Mosambi,kg,56.7,19.4,1099.98,4-10-2023
Palak,kg,20,5,100,4-10-2023
Orange-Local,kg,104,25,2600,4-10-2023
Bitter Gourd,kg,70,5,350,4-10-2023
Lemon,kg,140,10,1400,4-10-2023
Tendor Coconut,pc,45.63,80,3650.4,4-10-2023
Mango Safeda,kg,100,12,1200,4-10-2023
Sun Melon,kg,63.73,10.2,650.046,4-10-2023
Thai Guava,kg,75,10,750,4-10-2023
Dates Kalami 500gm,box,575,5,2875,4-10-2023
Round Gourd,kg,28,15,420,4-10-2023
Kakdi,kg,50,10,500,4-10-2023
Blueberry Jumbo,box,195.83,12,2349.96,4-10-2023
Pineapple Rani,pc,90,10,900,4-10-2023
Pineapple Raja,pc,70.83,12,849.96,4-10-2023
Imported Plum Red,kg,303.57,5.6,1699.992,4-10-2023
Red Potato,kg,11.61,56,650.16,4-10-2023
Black Grapes,kg,125,9.6,1200,4-10-2023
Chappan Kaddu,kg,40,10,400,4-10-2023
AMERICAN CORN FROZEN,pkt,60,4,240,4-10-2023
MANGO RAW,kg,80,5,400,4-10-2023
Logaut,kg,53.33,7.5,399.975,4-10-2023
Happy Banana,kg,62,15,930,4-10-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,4-10-2023
Doozy Dahi,jar,43,1,43,4-10-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-10-2023
Doozy Farms Paneer,pkt,75,12,900,4-10-2023
Epigamia Greek Yogurt Natural 90Gms,box,41.9,8,351.96,4-10-2023
Happy Banana,kg,62,15,930,4-10-2023
Doozy Dahi,jar,43,4,172,4-10-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-10-2023
Doozy Farms Paneer,pkt,75,4,300,4-10-2023
Brown Bread,Slice,7.142,28,199.976,4-10-2023
Basil Italian,kg,500,1,500,4-10-2023
Hydroponic Butterhead Lettuce,kg,250,2,500,4-10-2023
Hydroponic Green Lettuce,kg,250,2,500,4-10-2023
Hydroponic Kale,pkt,75,10,750,4-10-2023
Hydroponic Red Lettuce,kg,250,1,250,4-10-2023
Hydroponic Rocket Leaf,kg,750,0.5,375,4-10-2023
Hydroponic Romaine Lettuce,kg,250,1,250,4-10-2023
Hydroponic Tomato,kg,50,20,1000,4-10-2023
Hydroponic Tomato Cherry,box,62.5,8,500,4-10-2023
Hydroponic Yellow Candy,box,62.5,12.8,800,4-10-2023
Sapota,kg,50,9,450,4-11-2023
Amla,kg,100,3,300,4-11-2023
Ridge Gourd,kg,80,5,400,4-11-2023
Avocado,pc,167.86,42,7050.12,4-11-2023
Papaya,kg,40,20,800,4-11-2023
Chilli Green,kg,40,2.5,100,4-11-2023
Beans French,kg,48,5,240,4-11-2023
Brinjal Black Big,kg,15,10,150,4-11-2023
Brinjal Black Round,kg,30,5,150,4-11-2023
Zuchchini Yellow,kg,50,5,250,4-11-2023
Brinjal Black Long,kg,40,10,400,4-11-2023
Red Globe,kg,315.38,6.5,2049.97,4-11-2023
Cauliflower,kg,18.67,15,280.05,4-11-2023
Mint,pkt,40,2,80,4-11-2023
Dragon Fruit,pc,85,20,1700,4-11-2023
Mushroom,box,31.11,45,1399.95,4-11-2023
Thomson Grapes,kg,94.74,9.5,900.03,4-11-2023
Spring Onion,kg,35,4,140,4-11-2023
Capsicum Green,kg,24,5,120,4-11-2023
Radish White,kg,21.33,15,319.95,4-11-2023
Cucumber White,kg,30,15,450,4-11-2023
Apple Granny Smith,kg,230.77,18.2,4200.014,4-11-2023
Beet Root,kg,16,5,80,4-11-2023
Sprouts Greengram,box,16,5,80,4-11-2023
Water Melon Red,kg,16.28,21.5,350.02,4-11-2023
Kiwi Imported Zespri Green,box,160,15,2400,4-11-2023
Coriander,kg,20,4,80,4-11-2023
Strawberry Fresh,box,37.5,24,900,4-11-2023
Bhindi,kg,100,5,500,4-11-2023
Asparagus,kg,900,1,900,4-11-2023
Tinda,kg,100,10,1000,4-11-2023
Capsicum Red,kg,160.71,7,1124.97,4-11-2023
Tomato Local,kg,24,25,600,4-11-2023
Orange Valencia,kg,103.45,14.5,1500.025,4-11-2023
Pumpkin,kg,11,10,110,4-11-2023
Ginger,kg,120,5,600,4-11-2023
Palak,kg,15,10,150,4-11-2023
Orange-Local,kg,108,25,2700,4-11-2023
Bitter Gourd,kg,70,5,350,4-11-2023
Lemon,kg,140,8,1120,4-11-2023
Tendor Coconut,pc,45,80,3600,4-11-2023
Mini Orange,kg,147.37,9.5,1400.015,4-11-2023
Mango Safeda,kg,103.85,26,2700.1,4-11-2023
Round Gourd,kg,30,5,150,4-11-2023
Kakdi,kg,50,5,250,4-11-2023
Blueberry Jumbo,box,158.33,12,1899.96,4-11-2023
Pineapple Rani,pc,90,10,900,4-11-2023
Pineapple Raja,pc,70.83,12,849.96,4-11-2023
Imported Plum Red,kg,283.02,5.3,1500.006,4-11-2023
Achari Green Chilly,kg,80,5,400,4-11-2023
Mango Perri,kg,209.68,6.2,1300.016,4-11-2023
Garlic Big,kg,100,5,500,4-11-2023
Black Grapes,kg,121.05,9.5,1149.975,4-11-2023
Newzeeland Rose Apple,kg,195,10,1950,4-11-2023
KAJRI MELON,kg,40,15,600,4-11-2023
Logaut,kg,64.29,7,450.03,4-11-2023
Celery,kg,80,1.5,120,4-11-2023
Iceberg,kg,50,19,950,4-11-2023
Kale,box,20,14,280,4-11-2023
Lemongrass,kg,140,1,140,4-11-2023
Lettuce,kg,50,1,50,4-11-2023
Lettuce Lolorosa Red,kg,80,2,160,4-11-2023
Parsley,box,15,9.3,139.5,4-11-2023
Rocket Leaf,box,20,10,200,4-11-2023
Tomato Red Cherry,box,10,12,120,4-11-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,4-11-2023
Doozy Dahi,jar,43,2,86,4-11-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-11-2023
Doozy Farms Paneer,pkt,75,12,900,4-11-2023
Doozy Dahi,jar,43,4,172,4-11-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-11-2023
Doozy Farms Paneer,pkt,80.5,4,322,4-11-2023
Happy Banana,kg,62,15,930,4-11-2023
Happy Banana,kg,62,15,930,4-11-2023
Green Peas,kg,90,15,1350,4-11-2023
Broccoli,kg,80,5,400,4-11-2023
Avocado,pc,179.52,42,7539.84,4-11-2023
Papaya,kg,40,10,400,4-11-2023
Chilli Green,kg,50,5,250,4-11-2023
Brinjal Black Big,kg,28,10,280,4-11-2023
Brinjal Black Round,kg,27.33,15,409.95,4-11-2023
Red Globe,kg,314.52,6.2,1950.024,4-11-2023
Cauliflower,kg,16,5,80,4-11-2023
Mint,pkt,80,1,80,4-11-2023
Mushroom,box,28,50,1400,4-11-2023
Peeled Garlic,kg,75,2,150,4-11-2023
Cabbage Green,kg,10,10,100,4-11-2023
Cucumber White,kg,25,10,250,4-11-2023
Water Melon Red,kg,16,30,480,4-11-2023
Pomegranate,kg,158.54,12.3,1950.042,4-11-2023
Coriander,kg,20,4,80,4-11-2023
Bhindi,kg,120,5,600,4-11-2023
Capsicum Red,kg,100,8,800,4-11-2023
Tomato Local,kg,24,100,2400,4-11-2023
Apple Chinese Fuji,kg,135,20,2700,4-11-2023
Zucchini Green,kg,30,3,90,4-11-2023
Bitter Gourd,kg,70,5,350,4-11-2023
Tendor Coconut,pc,45,40,1800,4-11-2023
Mango Safeda,kg,111.11,13.5,1499.985,4-11-2023
Watermelon Jannat,kg,30,30,900,4-11-2023
Kakdi,kg,50,5,250,4-11-2023
Bobby Melon,kg,65,10,650,4-11-2023
Pineapple Rani,pc,85,10,850,4-11-2023
Pineapple Raja,pc,70,12,840,4-11-2023
White Petha,kg,40,16,640,4-11-2023
Kiwi Local,pc,20,60,1200,4-11-2023
Mango Perri,kg,206.35,6.3,1300.005,4-11-2023
Chappan Kaddu,kg,40,5,200,4-11-2023
AMERICAN CORN FROZEN,pkt,62,30,1860,4-11-2023
KAJRI MELON,kg,40,25,1000,4-11-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,4-12-2023
Doozy Dahi,jar,43,3,129,4-12-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-12-2023
Doozy Farms Paneer,pkt,75,6,450,4-12-2023
Happy Banana,kg,62,15,930,4-12-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,4-12-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,4-12-2023
Doozy Farms Paneer,pkt,75,12,900,4-12-2023
Happy Banana,kg,62,15,930,4-12-2023
Sapota,kg,60,20,1200,4-12-2023
Carrot,kg,28,15,420,4-12-2023
Green Peas,kg,90,10,900,4-12-2023
Broccoli,kg,80,5,400,4-12-2023
Ridge Gourd,kg,80,5,400,4-12-2023
Avocado,pc,160.71,14,2249.94,4-12-2023
Papaya,kg,40,20,800,4-12-2023
Chilli Green,kg,33.33,3,99.99,4-12-2023
Beans French,kg,40,5,200,4-12-2023
Cauliflower,kg,18.67,15,280.05,4-12-2023
Mint,pkt,40,2,80,4-12-2023
Mushroom,box,29,50,1450,4-12-2023
Passion Fruit,kg,545.45,5.5,2999.975,4-12-2023
Thomson Grapes,kg,89.47,9.5,849.965,4-12-2023
Capsicum Green,kg,27,10,270,4-12-2023
Shelled Sweetcorn,packet,16,5,80,4-12-2023
Apple Pink Lady,kg,216.67,18,3900.06,4-12-2023
Celery,kg,73.68,0.95,69.996,4-12-2023
Radish White,kg,20,5,100,4-12-2023
Parwal,kg,70,5,350,4-12-2023
Cucumber White,kg,25,12,300,4-12-2023
Beet Root,kg,20,5,100,4-12-2023
Sprouts Greengram,box,16,10,160,4-12-2023
Bottle Gourd,kg,24,15,360,4-12-2023
Pomegranate,kg,165.29,24.2,4000.018,4-12-2023
Coriander,kg,20,3,60,4-12-2023
Strawberry Fresh,box,25,12,300,4-12-2023
Bhindi,kg,120,10,1200,4-12-2023
Asparagus,kg,850,1,850,4-12-2023
Capsicum Red,kg,150,6,900,4-12-2023
Tomato Local,kg,24,25,600,4-12-2023
Kiwi Imported Zespri Gold,box,380,10,3800,4-12-2023
Apple Red Delicious,kg,194.44,18,3499.92,4-12-2023
Palak,kg,20,10,200,4-12-2023
Bitter Gourd,kg,70,5,350,4-12-2023
Lemon,kg,140,12,1680,4-12-2023
Tendor Coconut,pc,45,80,3600,4-12-2023
Mango Safeda,kg,107.69,13,1399.97,4-12-2023
Tenchi Pear,kg,197.76,13.4,2649.984,4-12-2023
Kakdi,kg,50,5,250,4-12-2023
Bobby Melon,kg,50,10,500,4-12-2023
Zespri Kiwi Gold 3Pcs,box,235.29,17,3999.93,4-12-2023
Blueberry Jumbo,box,162,12,1944,4-12-2023
Pineapple Rani,pc,90,10,900,4-12-2023
Kiwi Green 3Pc,box,106.67,15,1600.05,4-12-2023
Newzeeland Rose Apple,kg,190,20,3800,4-12-2023
LEMON GREEN,kg,120,2,240,4-12-2023
DRAGON FRUIT PINK,pc,105,20,2100,4-12-2023
KAJRI MELON,kg,33.33,15,499.95,4-12-2023
Logaut,kg,57.14,3.5,199.99,4-12-2023
Microgreen Box,box,90,4,360,4-12-2023
Edible Flower Box,box,150,2,300,4-12-2023
Baby Spinach Box,box,80,8,640,4-12-2023
Brown Bread,Slice,7.142,28,199.976,4-12-2023
Carrot,kg,30,15,450,4-13-2023
Green Peas,kg,83.33,15,1249.95,4-13-2023
Broccoli,kg,70,10,700,4-13-2023
Avocado,pc,130,50,6500,4-13-2023
Papaya,kg,40,10,400,4-13-2023
Apple Royal Gala,kg,194.59,18.5,3599.915,4-13-2023
Chilli Green,kg,30,5,150,4-13-2023
Beans French,kg,40,15,600,4-13-2023
Brinjal Black Round,kg,24,5,120,4-13-2023
Potato,kg,6.25,48,300,4-13-2023
Cauliflower,kg,19.2,25,480,4-13-2023
Mint,pkt,40,2,80,4-13-2023
Mushroom,box,28.5,40,1140,4-13-2023
Thomson Grapes,kg,103.26,9.2,949.992,4-13-2023
Capsicum Green,kg,15,10,150,4-13-2023
Onion,kg,13.24,108,1429.92,4-13-2023
Shelled Sweetcorn,packet,15,10,150,4-13-2023
Apple Pink Lady,kg,180,10,1800,4-13-2023
Celery,kg,60,2,120,4-13-2023
Radish White,kg,24,5,120,4-13-2023
Peeled Garlic,kg,75,1,75,4-13-2023
Parwal,kg,70,5,350,4-13-2023
Cabbage Green,kg,4,25,100,4-13-2023
Cucumber White,kg,25.56,45,1150.2,4-13-2023
Beet Root,kg,20,15,300,4-13-2023
Babycorn,packet,24,10,240,4-13-2023
Water Melon Red,kg,15.96,57,909.72,4-13-2023
Bottle Gourd,kg,26.67,15,400.05,4-13-2023
Pomegranate,kg,153.85,23.4,3600.09,4-13-2023
Coriander,kg,25,4,100,4-13-2023
Carrot Delhi,kg,16,10,160,4-13-2023
Bhindi,kg,90,10,900,4-13-2023
Asparagus,kg,850,2,1700,4-13-2023
Tinda,kg,100,10,1000,4-13-2023
Capsicum Red,kg,150,5,750,4-13-2023
Tomato Local,kg,24,25,600,4-13-2023
Apple Chinese Fuji,kg,270,20,5400,4-13-2023
Pumpkin,kg,12,10,120,4-13-2023
Mosambi,kg,58.97,19.5,1149.915,4-13-2023
Palak,kg,30,15,450,4-13-2023
Garlic,kg,100,5,500,4-13-2023
Orange-Local,kg,96,25,2400,4-13-2023
Lemon,kg,140,10,1400,4-13-2023
Tendor Coconut,pc,45,100,4500,4-13-2023
Mango Safeda,kg,107.14,14,1499.96,4-13-2023
Mango Hamam,kg,269.23,13,3499.99,4-13-2023
Watermelon Jannat,kg,31.67,90,2850.3,4-13-2023
Thai Guava,kg,75,10,750,4-13-2023
Round Gourd,kg,21.88,16,350.08,4-13-2023
Kakdi,kg,45,10,450,4-13-2023
Bobby Melon,kg,56.41,19.5,1099.995,4-13-2023
Blueberry Jumbo,box,164.17,12,1970.04,4-13-2023
Pineapple Rani,pc,90,10,900,4-13-2023
White Petha,kg,38.22,45,1719.9,4-13-2023
Jacks Fruit,kg,50,7,350,4-13-2023
Kundru,kg,50,5,250,4-13-2023
Newzeeland Rose Apple,kg,180,10,1800,4-13-2023
KAJRI MELON,kg,40,40,1600,4-13-2023
Logaut,kg,56,5,280,4-13-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,4-13-2023
Doozy Cow Desi Ghee 500Ml,jar,490,2,980,4-13-2023
Doozy Dahi,jar,43,4,172,4-13-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,4-13-2023
Doozy Farms Paneer,pkt,75,12,900,4-13-2023
Happy Banana,kg,55,15,825,4-13-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,4-13-2023
Doozy Dahi,jar,43,4,172,4-13-2023
Doozy Farms Paneer,pkt,75,12,900,4-13-2023
EPIGAMIA ALMOND MILK PLAIN 1LR,pkt,220,3,778.8,4-13-2023
Epigamia Greek Yogurt Blueberry 90Gm,box,41.9,6,294.14,4-13-2023
Epigamia Greek Yogurt Gy Mixed Berries,box,60.95,3,191.99,4-13-2023
Epigamia Greek Yogurt Mango 90Gm,box,41.9,6,263.97,4-13-2023
Epigamia Greek Yogurt Natural,box,167.62,16,2816.02,4-13-2023
Epigamia Greek Yogurt Natural 90Gms,box,41.9,6,263.97,4-13-2023
Epigamia Greek Yogurt Smoothie Blueberry,btl,60.95,3,191.99,4-13-2023
Epigamia Greek Yogurt Strawberry 90Gm,box,41.9,6,263.97,4-13-2023
Epigamia Greek Yogurt Strawberry Zero Sugar,box,60.95,3,191.99,4-13-2023
Epigamia Wild Raspberry 90Gms,box,41.9,6,263.97,4-13-2023
Sapota,kg,61.11,9,549.99,4-14-2023
Carrot,kg,32,10,320,4-14-2023
Amla,kg,100,4,400,4-14-2023
Green Peas,kg,70,10,700,4-14-2023
Broccoli,kg,70,10,700,4-14-2023
Ridge Gourd,kg,70,5,350,4-14-2023
Avocado,pc,136.11,18,2449.98,4-14-2023
Papaya,kg,40,25,1000,4-14-2023
Apple Royal Gala,kg,205.56,18,3700.08,4-14-2023
Chilli Green,kg,50,5,250,4-14-2023
Brinjal Black Big,kg,30,10,300,4-14-2023
Red Globe,kg,336,12.5,4200,4-14-2023
Sweet Potato,kg,80,5,400,4-14-2023
Mango Sinduri,kg,157.89,19,2999.91,4-14-2023
Cauliflower,kg,20,20,400,4-14-2023
Mint,pkt,40,2,80,4-14-2023
Lettuce,kg,50,3,150,4-14-2023
Mushroom,box,30,30,900,4-14-2023
Thomson Grapes,kg,103.26,9.2,949.992,4-14-2023
Capsicum Green,kg,15.38,13,199.94,4-14-2023
Iceberg,kg,55,4,220,4-14-2023
Arbi,kg,76,5,380,4-14-2023
Blueberry,box,162.5,12,1950,4-14-2023
Celery,kg,70,2,140,4-14-2023
Radish White,kg,20,15,300,4-14-2023
Cucumber White,kg,22.5,20,450,4-14-2023
Babycorn,packet,24,5,120,4-14-2023
Water Melon Red,kg,16.39,41.5,680.185,4-14-2023
Bottle Gourd,kg,20,10,200,4-14-2023
Pomegranate,kg,157.56,23.8,3749.928,4-14-2023
Coriander,kg,25,4,100,4-14-2023
Strawberry Fresh,box,27.08,24,649.92,4-14-2023
Carrot Delhi,kg,16,25,400,4-14-2023
Bhindi,kg,80,5,400,4-14-2023
Tinda,kg,80,5,400,4-14-2023
Tomato Red Cherry,box,12,10,120,4-14-2023
Capsicum Red,kg,169.23,7,1184.61,4-14-2023
Tomato Local,kg,24,75,1800,4-14-2023
Orange Valencia,kg,109.15,14.2,1549.93,4-14-2023
Pumpkin,kg,8,10,80,4-14-2023
Zucchini Green,kg,30,5,150,4-14-2023
Ginger,kg,120,10,1200,4-14-2023
Kiwi Imported Zespri Gold,box,390,10,3900,4-14-2023
Palak,kg,20,10,200,4-14-2023
Capsicum Yellow,kg,169.23,6,1015.38,4-14-2023
Garlic,kg,100,5,500,4-14-2023
Orange-Local,kg,100,25,2500,4-14-2023
Bitter Gourd,kg,60,10,600,4-14-2023
Lemon,kg,140,10,1400,4-14-2023
Tendor Coconut,pc,45,120,5400,4-14-2023
Mini Orange,kg,188.89,9,1700.01,4-14-2023
Mango Safeda,kg,104.76,42,4399.92,4-14-2023
Round Gourd,kg,30,5,150,4-14-2023
Bobby Melon,kg,55,20,1100,4-14-2023
Zespri Kiwi Gold 3Pcs,box,229.41,17,3899.97,4-14-2023
Pineapple Rani,pc,95,20,1900,4-14-2023
Raw Papaya,kg,50,10,500,4-14-2023
Lotus Stem,kg,90,2,180,4-14-2023
South Pear,kg,196.97,13.2,2600.004,4-14-2023
Kiwi Local,pc,20,30,600,4-14-2023
Chappan Kaddu,kg,36,5,180,4-14-2023
Newzeeland Rose Apple,kg,250,15.2,3800,4-14-2023
LEMON GREEN,kg,120,2,240,4-14-2023
THAI GUAVA PINK,kg,130,20,2600,4-14-2023
DRAGON FRUIT PINK,pc,105,40,4200,4-14-2023
KAJRI MELON,kg,37.5,20,750,4-14-2023
Sapota,kg,54.05,18.5,999.925,4-17-2023
Carrot,kg,30,25,750,4-17-2023
Green Peas,kg,90,15,1350,4-17-2023
Ridge Gourd,kg,50,10,500,4-17-2023
Papaya,kg,40,35,1400,4-17-2023
Apple Royal Gala,kg,203.3,18.2,3700.06,4-17-2023
Chilli Green,kg,30,5,150,4-17-2023
Parsley,box,12,10,120,4-17-2023
Beans French,kg,35,20,700,4-17-2023
Potato,kg,8.33,108,899.64,4-17-2023
Cauliflower,kg,20,10,200,4-17-2023
Mint,pkt,37.5,4,150,4-17-2023
Dragon Fruit,pc,85,20,1700,4-17-2023
Lettuce,kg,50,3,150,4-17-2023
Mushroom,box,31.33,30,939.9,4-17-2023
Passion Fruit,kg,581.82,5.5,3200.01,4-17-2023
Thomson Grapes,kg,101.06,9.4,949.964,4-17-2023
Spring Onion,kg,40,1,40,4-17-2023
Capsicum Green,kg,13.33,30,399.9,4-17-2023
Onion,kg,15.24,105,1600.2,4-17-2023
Wheatgrass Cucumber,nos,20,40,800,4-17-2023
Shelled Sweetcorn,packet,16,5,80,4-17-2023
Blueberry,box,158.33,24,3799.92,4-17-2023
Apple Pink Lady,kg,185,10,1850,4-17-2023
Celery,kg,60,3,180,4-17-2023
Radish White,kg,21,10,210,4-17-2023
Peeled Garlic,kg,75,2,150,4-17-2023
Parwal,kg,60,5,300,4-17-2023
Sprouts Chana,box,16,5,80,4-17-2023
Apple Granny Smith,kg,229.51,18.3,4200.033,4-17-2023
Beet Root,kg,20,20,400,4-17-2023
Onion White,kg,112,25,2800,4-17-2023
Water Melon Red,kg,14.8,98,1450.4,4-17-2023
Pomegranate,kg,134.15,12.3,1650.045,4-17-2023
Coriander,kg,20,5,100,4-17-2023
Strawberry Fresh,box,22.92,24,550.08,4-17-2023
Carrot Delhi,kg,12.5,20,250,4-17-2023
Bhindi,kg,50,10,500,4-17-2023
Asparagus,kg,850,2,1700,4-17-2023
Tinda,kg,70,10,700,4-17-2023
Tomato Red Cherry,box,10,10,100,4-17-2023
Tomato Local,kg,24,50,1200,4-17-2023
Apple Chinese Fuji,kg,285,20,5700,4-17-2023
Kiwi Imported Zespri Gold,box,390,10,3900,4-17-2023
Mosambi,kg,59.9,19.2,1150.08,4-17-2023
Palak,kg,20,15,300,4-17-2023
Orange-Local,kg,97.56,24.6,2399.976,4-17-2023
Bitter Gourd,kg,50,20,1000,4-17-2023
Lemon,kg,126.67,15,1900.05,4-17-2023
Tendor Coconut,pc,50,80,4000,4-17-2023
Mini Orange,kg,179.35,9.2,1650.02,4-17-2023
Mango Safeda,kg,94.09,44,4139.96,4-17-2023
Mango Hamam,kg,285.71,5.6,1599.976,4-17-2023
Watermelon Jannat,kg,25,88,2200,4-17-2023
Grape Fruit,kg,186.67,15,2800.05,4-17-2023
Apple Washington,kg,318.92,18.5,5900.02,4-17-2023
Mango Totapuri,kg,100,15,1500,4-17-2023
Kakdi,kg,40,5,200,4-17-2023
Bobby Melon,kg,57.29,19.2,1099.968,4-17-2023
Pineapple Rani,pc,100,40,4000,4-17-2023
Pineapple Raja,pc,66.67,12,800.04,4-17-2023
White Petha,kg,40,32,1280,4-17-2023
Lotus Stem,kg,93.33,3,279.99,4-17-2023
Kundru,kg,60,5,300,4-17-2023
Kiwi Local,pc,30,20,600,4-17-2023
Mango Perri,kg,171.88,6.4,1100.032,4-17-2023
Black Grapes,kg,130.21,9.6,1250.016,4-17-2023
Chappan Kaddu,kg,30,15,450,4-17-2023
Newzeeland Rose Apple,kg,211.11,18,3799.98,4-17-2023
THAI GUAVA PINK,kg,147.5,20,2950,4-17-2023
DRAGON FRUIT PINK,pc,105.26,19,1999.94,4-17-2023
MANGO RAW,kg,50,5,250,4-17-2023
KAJRI MELON,kg,36,25,900,4-17-2023
Broccoli,kg,70,10,700,4-17-2023
Ridge Gourd,kg,30,10,300,4-17-2023
Avocado,pc,155.71,42,6539.82,4-17-2023
Papaya,kg,20,20,400,4-17-2023
Apple Royal Gala,kg,205.41,18.5,3800.085,4-17-2023
Chilli Green,kg,40,3,120,4-17-2023
Brinjal Black Long,kg,30,5,150,4-17-2023
Cauliflower,kg,20,10,200,4-17-2023
Mint,pkt,50,2,100,4-17-2023
Mushroom,box,28,15,420,4-17-2023
Shelled Sweetcorn,packet,16,5,80,4-17-2023
Blueberry,box,158.33,12,1899.96,4-17-2023
Apple Pink Lady,kg,190,10,1900,4-17-2023
Radish White,kg,25,10,250,4-17-2023
Peeled Garlic,kg,80,1,80,4-17-2023
Water Melon Red,kg,15,28,420,4-17-2023
Pomegranate,kg,145.3,23.4,3400.02,4-17-2023
Coriander,kg,25,4,100,4-17-2023
Tomato Local,kg,24,25,600,4-17-2023
Pumpkin,kg,10,10,100,4-17-2023
Mosambi,kg,58.97,19.5,1149.915,4-17-2023
Palak,kg,20,10,200,4-17-2023
Lemon,kg,130,5,650,4-17-2023
Tendor Coconut,pc,52.5,40,2100,4-17-2023
Mango Safeda,kg,96,25,2400,4-17-2023
Watermelon Jannat,kg,26,25,650,4-17-2023
Kakdi,kg,50,5,250,4-17-2023
White Petha,kg,40,10,400,4-17-2023
Jacks Fruit,kg,50,8.5,425,4-17-2023
KAJRI MELON,kg,40,10,400,4-17-2023
Sapota,kg,55.56,9,500.04,4-19-2023
Carrot,kg,32,10,320,4-19-2023
Amla,kg,100,5,500,4-19-2023
Green Peas,kg,80,10,800,4-19-2023
Broccoli,kg,70,10,700,4-19-2023
Ridge Gourd,kg,50,5,250,4-19-2023
Avocado,pc,96.88,48,4650.24,4-19-2023
Papaya,kg,40,20,800,4-19-2023
Beans French,kg,40,10,400,4-19-2023
Brinjal Black Big,kg,16.67,45,750.15,4-19-2023
Brinjal Black Round,kg,24,5,120,4-19-2023
Lettuce Lolorosa Red,kg,60,1,60,4-19-2023
Sweet Potato,kg,80,10,800,4-19-2023
